No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
71,56.46,17.95,19.9,1.03,0,0.03,0,0.04,0.19,4.38,NA,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,-40,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at ll00°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
72,58.15,16.42,19.9,1.03,0,0.16,0,0.01,0.22,4.08,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,-15,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
73,57.41,16.86,19.98,1.03,0,0.27,0,0.02,0.33,4.06,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,65,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
74,56.77,16.86,20.54,1.01,0,0.29,0,0.03,0.17,4.31,NA,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,50,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
75,57,16.34,19.16,2.98,0,0.03,0,0.02,0.18,4.25,NA,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,20,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
76,56.34,16.7,19.65,2.92,0,0.15,0,0.01,0.14,4.06,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,85,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
77,55.53,16.8,20.05,2.94,0,0.29,0,0.01,0.27,4.07,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,80,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
78,55.29,16.58,20.29,2.72,0,0.31,0,0.03,0.23,4.53,NA,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,95,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
79,53,22.58,19.88,0.05,0,0.05,0,0.01,0.13,4.28,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,-30,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
80,52.28,22.46,20.27,0.1,0,0.39,0,0.02,0.14,4.33,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,50,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
81,52.12,22.13,20.3,0.99,0,0.05,0,0.02,0.16,4.2,NA,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,-10,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
82,52.19,22.52,19.85,1.07,0,0.16,0,0.01,0.15,4.02,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,35,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
83,51.85,22.72,19.95,1.02,0,0.41,0,0.01,0.2,3.8,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,200,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
84,50.37,22.41,19.96,2.64,0,0.07,0,0.03,0.21,4.29,NA,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,125,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
85,50.11,22.84,20.05,2.85,0,0.16,0,0.01,0.14,3.8,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,170,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
86,49.66,22.35,20.39,2.73,0,0.31,0,0.02,0.16,4.35,NA,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,920,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
87,50.08,22.52,19.95,2.96,0,0.46,0,0.02,0.23,3.75,NA,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,940,25,0.6M NaCl + 0.1M NaHCO3,0.6,7.68,"Following pretreatment for 5 min at -1.5 V, the potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm^2. ",0.33,Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air,NA,The specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent.,71,Fe Alloy
88,68.53,16.3,14.4,0,NA,NA,0,0.01,0.33,0.43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,77.7,60,0.1M NaCl,0.1,7,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
89,66.48,16.3,14,0,2.49,NA,0,0.01,0.4,0.33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,214.3,60,0.1M NaCl,0.1,7,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
90,63.87,16.5,14.1,0,4.81,NA,0,0.01,0.41,0.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,297.1,60,0.1M NaCl,0.1,7,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
91,66.48,16.3,14,0,2.49,NA,0,0.01,0.4,0.33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,58.84,60,0.1M HCl,0.1,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
92,63.87,16.5,14.1,0,4.81,NA,0,0.01,0.41,0.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,121.31,60,0.1M HCl,0.1,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
93,60.34,16.17,14.1,0,8.66,NA,0,0.01,0.4,0.32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,208.47,60,0.1M HCl,0.1,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
94,56.64,16.22,14,0,12.4,NA,0,0.01,0.43,0.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,252.06,60,0.1M HCl,0.1,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
95,66.48,16.3,14,0,2.49,NA,0,0.01,0.4,0.33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,122.9,60,0.2M HCl,0.2,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
96,63.87,16.5,14.1,0,4.81,NA,0,0.01,0.41,0.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,185.5,60,0.2M HCl,0.2,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
97,60.34,16.17,14.1,0,8.66,NA,0,0.01,0.4,0.32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,286.26,60,0.2M HCl,0.2,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
98,56.64,16.22,14,0,12.4,NA,0,0.01,0.43,0.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,315.27,60,0.2M HCl,0.2,1,"Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min, using a Tacussel electrochemical set composed of a potentiostat, a current recorder, and a high impedance electronic millivoltmeter.",0.33, Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching.  ,NA,"The temperature was not specified for this experiment, but was explicitely shown as 60 oC for parallel experiments. For electrochemical measurement, the surfaces studied were mechanically polished with emery paper under water up to grade 1000, then were degreased in absolute ethyl alcohol, washed in deionized water, and dried by warm air blowing. ",73,Fe Alloy
99,72.07,16.62,8.46,0.21,0,NA,0,0.05,0.56,1.78,0.21,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,455,80,0.0007 M NaCl,0.0007,7,"Potentiodynamic Polarization. The potential was controlled by a Wenkingt potentiostat (Model 68 TS-3) and changed in steps of 10 mV with a Wenking SMP 69 scanning potentiometer every hour for the positive polarization direction until the onset of pitting or appearance of pits, and every 100 s for the reverse scan until zero current. The potential was initially held at 150 mV for 1 h to attain stable current, whereupon the scanning potentiometer was activated.",0.0028,"AISI SS304, as -recieved",NA,Surface finish: 4/0,36,Fe Alloy
100,47.75,18.5,31.79,0.2,0,NA,0,0.02,0.39,0.7,0.64,NA,0,0,0,0,0,0,0,0,0,0,0,0,505,80,0.0007 M NaCl,0.0007,7,"Potentiodynamic Polarization. The potential was controlled by a Wenkingt potentiostat (Model 68 TS-3) and changed in steps of 10 mV with a Wenking SMP 69 scanning potentiometer every hour for the positive polarization direction until the onset of pitting or appearance of pits, and every 100 s for the reverse scan until zero current. The potential was initially held at 150 mV for 1 h to attain stable current, whereupon the scanning potentiometer was activated.",0.0028,"Alloy 800, as-recieved",NA,Surface finish: 4/0,36,Fe Alloy
101,9.72,15.5,73.86,NA,0,NA,0,0.04,0.26,0.31,0.31,NA,0,0,0,0,0,0,0,0,0,0,0,0,605,80,0.0007 M NaCl,0.0007,7,"Potentiodynamic Polarization. The potential was controlled by a Wenkingt potentiostat (Model 68 TS-3) and changed in steps of 10 mV with a Wenking SMP 69 scanning potentiometer every hour for the positive polarization direction until the onset of pitting or appearance of pits, and every 100 s for the reverse scan until zero current. The potential was initially held at 150 mV for 1 h to attain stable current, whereupon the scanning potentiometer was activated.",0.0028,"Alloy 600, as-recieved",NA,Surface finish: 4/0,36,Other
102,72.07,16.62,8.46,0.21,0,NA,0,0.05,0.56,1.78,0.21,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,170,80,0.0007 M NaCl + 0.00008 M Na2S2O3,0.0007,7,"Potentiodynamic Polarization. The potential was controlled by a Wenkingt potentiostat (Model 68 TS-3) and changed in steps of 10 mV with a Wenking SMP 69 scanning potentiometer every hour for the positive polarization direction until the onset of pitting or appearance of pits, and every 100 s for the reverse scan until zero current. The potential was initially held at 150 mV for 1 h to attain stable current, whereupon the scanning potentiometer was activated.",0.0028,"AISI SS304, as -recieved",NA,Surface finish: 4/0,36,Fe Alloy
103,47.75,18.5,31.79,0.2,0,NA,0,0.02,0.39,0.7,0.64,NA,0,0,0,0,0,0,0,0,0,0,0,0,245,80,0.0007 M NaCl + 0.00008 M Na2S2O3,0.0007,7,"Potentiodynamic Polarization. The potential was controlled by a Wenkingt potentiostat (Model 68 TS-3) and changed in steps of 10 mV with a Wenking SMP 69 scanning potentiometer every hour for the positive polarization direction until the onset of pitting or appearance of pits, and every 100 s for the reverse scan until zero current. The potential was initially held at 150 mV for 1 h to attain stable current, whereupon the scanning potentiometer was activated.",0.0028,"Alloy 800, as-recieved",NA,Surface finish: 4/0,36,Fe Alloy
104,9.72,15.5,73.86,NA,0,NA,0,0.04,0.26,0.31,0.31,NA,0,0,0,0,0,0,0,0,0,0,0,0,305,80,0.0007 M NaCl + 0.00008 M Na2S2O3,0.0007,7,"Potentiodynamic Polarization. The potential was controlled by a Wenkingt potentiostat (Model 68 TS-3) and changed in steps of 10 mV with a Wenking SMP 69 scanning potentiometer every hour for the positive polarization direction until the onset of pitting or appearance of pits, and every 100 s for the reverse scan until zero current. The potential was initially held at 150 mV for 1 h to attain stable current, whereupon the scanning potentiometer was activated.",0.0028,"Alloy 600, as-recieved",NA,Surface finish: 4/0,36,Other
105,53.17,20.14,24.75,0.08,0,0.01,0,0,0.53,1.31,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,320.36,40,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"low nitrogen contents was attained by denitriding in hydrogen for 72h at 1200C, followed by cold rolling to reduce the grain size and final annealing for 20 min at 1100C",NA,Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
106,53.1,20.14,24.75,0.08,0,0.06,0,0.01,0.53,1.31,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,455.25,40,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
107,52.93,20.03,24.87,0.04,0,0.13,0,0.01,0.55,1.43,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,477.04,40,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
108,52.92,19.96,24.9,0.04,0,0.18,0,0.01,0.55,1.43,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,654.47,40,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
109,53.17,20.14,24.75,0.08,0,0.01,0,0,0.53,1.31,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,251.84,50,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"low nitrogen contents was attained by denitriding in hydrogen for 72h at 1200C, followed by cold rolling to reduce the grain size and final annealing for 20 min at 1100C",NA,Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
110,53.1,20.14,24.75,0.08,0,0.06,0,0.01,0.53,1.31,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,269.12,50,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
111,52.93,20.03,24.87,0.04,0,0.13,0,0.01,0.55,1.43,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,338.25,50,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
112,52.92,19.96,24.9,0.04,0,0.18,0,0.01,0.55,1.43,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,382.97,50,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
113,49.45,19.2,24.86,4.5,0,0.02,0,0,0.54,1.42,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,439.7,75,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"low nitrogen contents was attained by denitriding in hydrogen for 72h at 1200C, followed by cold rolling to reduce the grain size and final annealing for 20 min at 1100C",NA,Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
114,48.74,19.85,24.86,4.5,0,0.06,0,0.02,0.54,1.42,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,457.9,75,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
115,48.54,19.87,24.95,4.55,0,0.13,0,0.02,0.49,1.45,NA,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,583.31,75,1 M NaCl,1,7,"Potentiodynamic Polarization. For pitting tests, specimens were allowed to passivate in air for at least 18 h prior to testing.",0.33,"produced as laboratory heats, then forged, hot rolled and cold rolled to produce 2 mm strip, annealed for 20 min at 1100C and brine-quenched","austenitic structure, free from second phase precipitates and with a final grain size of 60-70 um",Ground to 600 mesh SiC.  The test area is 1 cm2,37,Fe Alloy
